advertiser_id,creative_id,creative_page_url,ad_format_type,advertiser_disclosed_name,advertiser_legal_name,advertiser_location,advertiser_verification_status,region_stats,audience_selection_approach_info,topic
AR12071104713253191681,CR03054757521769103361,https://adstransparency.google.com/advertiser/AR12071104713253191681/creative/CR03054757521769103361?topic=political,VIDEO,Rosa-Luxemburg-Stiftung - Gesellschaftsanalyse und Politische Bildung e.V.,Rosa-Luxemburg-Stiftung - Gesellschaftsanalyse und Politische Bildung e.V.,DE,VERIFIED,"{
  ""region_stats"": [{
    ""region_code"": ""DE"",
    ""first_shown"": ""2023-10-18"",
    ""last_shown"": ""2023-10-27"",
    ""times_shown_end_date"": ""2023-10-27"",
    ""times_shown_lower_bound"": ""175000"",
    ""times_shown_upper_bound"": ""200000"",
    ""times_shown_start_date"": ""2023-10-18"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""EEA"",
    ""first_shown"": ""2023-10-18"",
    ""last_shown"": ""2023-10-27"",
    ""times_shown_end_date"": ""2023-10-27"",
    ""times_shown_lower_bound"": ""175000"",
    ""times_shown_upper_bound"": ""200000"",
    ""times_shown_start_date"": ""2023-10-18"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }]
}","{
  ""audience_selection_approach_info"": {
    ""demographic_info"": ""CRITERIA_INCLUDED"",
    ""geo_location"": ""CRITERIA_INCLUDED"",
    ""contextual_signals"": ""CRITERIA_INCLUDED"",
    ""customer_lists"": ""CRITERIA_UNUSED"",
    ""topics_of_interest"": ""CRITERIA_UNUSED""
  }
}",Political
AR01637763526380486657,CR02969572171212390401,https://adstransparency.google.com/advertiser/AR01637763526380486657/creative/CR02969572171212390401?topic=political,VIDEO,Sozialistische Gleichheitspartei (SGP),Sozialistische Gleichheitspartei (SGP),DE,VERIFIED,"{
  ""region_stats"": [{
    ""region_code"": ""DE"",
    ""first_shown"": ""2023-11-07"",
    ""last_shown"": ""2023-11-14"",
    ""times_shown_end_date"": ""2023-11-14"",
    ""times_shown_lower_bound"": ""80000"",
    ""times_shown_upper_bound"": ""90000"",
    ""times_shown_start_date"": ""2023-11-07"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""EEA"",
    ""first_shown"": ""2023-11-07"",
    ""last_shown"": ""2023-11-14"",
    ""times_shown_end_date"": ""2023-11-14"",
    ""times_shown_lower_bound"": ""80000"",
    ""times_shown_upper_bound"": ""90000"",
    ""times_shown_start_date"": ""2023-11-07"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }]
}","{
  ""audience_selection_approach_info"": {
    ""demographic_info"": ""CRITERIA_INCLUDED"",
    ""geo_location"": ""CRITERIA_INCLUDED"",
    ""contextual_signals"": ""CRITERIA_INCLUDED"",
    ""customer_lists"": ""CRITERIA_UNUSED"",
    ""topics_of_interest"": ""CRITERIA_UNUSED""
  }
}",Political
AR01537546065165680641,CR15525829071597469697,https://adstransparency.google.com/advertiser/AR01537546065165680641/creative/CR15525829071597469697?topic=political,TEXT,Freie Wähler Landesvereinigung Baden-Württemberg,Freie Wähler Landesvereinigung Baden-Württemberg,DE,VERIFIED,"{
  ""region_stats"": [{
    ""region_code"": ""AT"",
    ""first_shown"": ""2023-09-28"",
    ""last_shown"": ""2023-12-05"",
    ""times_shown_end_date"": ""2023-12-05"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-09-28"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""BE"",
    ""first_shown"": ""2023-10-13"",
    ""last_shown"": ""2023-11-30"",
    ""times_shown_end_date"": ""2023-11-30"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-13"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""BG"",
    ""first_shown"": ""2023-10-24"",
    ""last_shown"": ""2023-11-18"",
    ""times_shown_end_date"": ""2023-11-18"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-24"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""CZ"",
    ""first_shown"": ""2023-10-04"",
    ""last_shown"": ""2023-11-16"",
    ""times_shown_end_date"": ""2023-11-16"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-04"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""DE"",
    ""first_shown"": ""2023-09-24"",
    ""last_shown"": ""2023-12-11"",
    ""times_shown_end_date"": ""2023-12-11"",
    ""times_shown_lower_bound"": ""10000"",
    ""times_shown_upper_bound"": ""15000"",
    ""times_shown_start_date"": ""2023-09-24"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""DK"",
    ""first_shown"": ""2023-10-13"",
    ""last_shown"": ""2023-10-13"",
    ""times_shown_end_date"": ""2023-10-13"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-13"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""EEA"",
    ""first_shown"": ""2023-09-24"",
    ""last_shown"": ""2023-12-11"",
    ""times_shown_end_date"": ""2023-12-11"",
    ""times_shown_lower_bound"": ""10000"",
    ""times_shown_upper_bound"": ""15000"",
    ""times_shown_start_date"": ""2023-09-24"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""ES"",
    ""first_shown"": ""2023-09-30"",
    ""last_shown"": ""2023-12-05"",
    ""times_shown_end_date"": ""2023-12-05"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-09-30"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""FR"",
    ""first_shown"": ""2023-10-03"",
    ""last_shown"": ""2023-12-04"",
    ""times_shown_end_date"": ""2023-12-04"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-03"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""GR"",
    ""first_shown"": ""2023-09-27"",
    ""last_shown"": ""2023-11-25"",
    ""times_shown_end_date"": ""2023-11-25"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-09-27"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""HR"",
    ""first_shown"": ""2023-10-06"",
    ""last_shown"": ""2023-12-01"",
    ""times_shown_end_date"": ""2023-12-01"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-06"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""HU"",
    ""first_shown"": ""2023-09-27"",
    ""last_shown"": ""2023-12-01"",
    ""times_shown_end_date"": ""2023-12-01"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-09-27"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""IE"",
    ""first_shown"": ""2023-10-04"",
    ""last_shown"": ""2023-12-03"",
    ""times_shown_end_date"": ""2023-12-03"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-04"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""IT"",
    ""first_shown"": ""2023-10-02"",
    ""last_shown"": ""2023-11-23"",
    ""times_shown_end_date"": ""2023-11-23"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-02"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""LT"",
    ""first_shown"": ""2023-10-02"",
    ""last_shown"": ""2023-12-04"",
    ""times_shown_end_date"": ""2023-12-04"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-02"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""LU"",
    ""first_shown"": ""2023-10-09"",
    ""last_shown"": ""2023-12-04"",
    ""times_shown_end_date"": ""2023-12-04"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-09"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""NL"",
    ""first_shown"": ""2023-10-08"",
    ""last_shown"": ""2023-12-04"",
    ""times_shown_end_date"": ""2023-12-04"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-08"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""PL"",
    ""first_shown"": ""2023-11-16"",
    ""last_shown"": ""2023-11-23"",
    ""times_shown_end_date"": ""2023-11-23"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-11-16"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""PT"",
    ""first_shown"": ""2023-10-09"",
    ""last_shown"": ""2023-12-04"",
    ""times_shown_end_date"": ""2023-12-04"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-09"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""RO"",
    ""first_shown"": ""2023-10-22"",
    ""last_shown"": ""2023-12-01"",
    ""times_shown_end_date"": ""2023-12-01"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-22"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""SE"",
    ""first_shown"": ""2023-10-03"",
    ""last_shown"": ""2023-10-25"",
    ""times_shown_end_date"": ""2023-10-25"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-03"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""SI"",
    ""first_shown"": ""2023-10-31"",
    ""last_shown"": ""2023-11-12"",
    ""times_shown_end_date"": ""2023-11-12"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-31"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""SK"",
    ""first_shown"": ""2023-10-11"",
    ""last_shown"": ""2023-10-11"",
    ""times_shown_end_date"": ""2023-10-11"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-10-11"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }]
}","{
  ""audience_selection_approach_info"": {
    ""demographic_info"": ""CRITERIA_INCLUDED"",
    ""geo_location"": ""CRITERIA_INCLUDED"",
    ""contextual_signals"": ""CRITERIA_INCLUDED_AND_EXCLUDED"",
    ""customer_lists"": ""CRITERIA_UNUSED"",
    ""topics_of_interest"": ""CRITERIA_UNUSED""
  }
}",Political
AR15827429784020844545,CR04666108854705061889,https://adstransparency.google.com/advertiser/AR15827429784020844545/creative/CR04666108854705061889?topic=political,VIDEO,Manuel Knoll,Manuel Knoll,DE,VERIFIED,"{
  ""region_stats"": [{
    ""region_code"": ""DE"",
    ""first_shown"": ""2023-09-17"",
    ""last_shown"": ""2023-09-19"",
    ""times_shown_end_date"": ""2023-09-19"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-09-17"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""EEA"",
    ""first_shown"": ""2023-09-17"",
    ""last_shown"": ""2023-09-19"",
    ""times_shown_end_date"": ""2023-09-19"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-09-17"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }]
}","{
  ""audience_selection_approach_info"": {
    ""demographic_info"": ""CRITERIA_INCLUDED"",
    ""geo_location"": ""CRITERIA_INCLUDED"",
    ""contextual_signals"": ""CRITERIA_INCLUDED"",
    ""customer_lists"": ""CRITERIA_UNUSED"",
    ""topics_of_interest"": ""CRITERIA_UNUSED""
  }
}",Political
AR00156443221684125697,CR13767874905527812097,https://adstransparency.google.com/advertiser/AR00156443221684125697/creative/CR13767874905527812097?topic=political,IMAGE,Christlich Demokratische Union Deutschlands- Landesverband Saar e.V.,Christlich Demokratische Union Deutschlands- Landesverband Saar e.V.,DE,VERIFIED,"{
  ""region_stats"": [{
    ""region_code"": ""DE"",
    ""first_shown"": ""2023-09-15"",
    ""last_shown"": ""2023-09-24"",
    ""times_shown_end_date"": ""2023-09-24"",
    ""times_shown_lower_bound"": ""50000"",
    ""times_shown_upper_bound"": ""60000"",
    ""times_shown_start_date"": ""2023-09-15"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""EEA"",
    ""first_shown"": ""2023-09-15"",
    ""last_shown"": ""2023-09-24"",
    ""times_shown_end_date"": ""2023-09-24"",
    ""times_shown_lower_bound"": ""50000"",
    ""times_shown_upper_bound"": ""60000"",
    ""times_shown_start_date"": ""2023-09-15"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }]
}","{
  ""audience_selection_approach_info"": {
    ""demographic_info"": ""CRITERIA_INCLUDED"",
    ""geo_location"": ""CRITERIA_INCLUDED"",
    ""contextual_signals"": ""CRITERIA_INCLUDED_AND_EXCLUDED"",
    ""customer_lists"": ""CRITERIA_UNUSED"",
    ""topics_of_interest"": ""CRITERIA_UNUSED""
  }
}",Political
AR10878022996686012417,CR01779344374514057217,https://adstransparency.google.com/advertiser/AR10878022996686012417/creative/CR01779344374514057217?topic=political,TEXT,Bundesverband Deutscher Privatkliniken (BDPK) e.V.,Bundesverband Deutscher Privatkliniken (BDPK) e.V.,DE,VERIFIED,"{
  ""region_stats"": [{
    ""region_code"": ""DE"",
    ""first_shown"": ""2023-08-28"",
    ""last_shown"": ""2023-10-08"",
    ""times_shown_end_date"": ""2023-10-08"",
    ""times_shown_lower_bound"": ""1000"",
    ""times_shown_upper_bound"": ""2000"",
    ""times_shown_start_date"": ""2023-08-28"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""EEA"",
    ""first_shown"": ""2023-08-28"",
    ""last_shown"": ""2023-10-08"",
    ""times_shown_end_date"": ""2023-10-08"",
    ""times_shown_lower_bound"": ""1000"",
    ""times_shown_upper_bound"": ""2000"",
    ""times_shown_start_date"": ""2023-08-28"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""IT"",
    ""first_shown"": ""2023-09-13"",
    ""last_shown"": ""2023-09-16"",
    ""times_shown_end_date"": ""2023-09-16"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-09-13"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""NL"",
    ""first_shown"": ""2023-09-10"",
    ""last_shown"": ""2023-09-14"",
    ""times_shown_end_date"": ""2023-09-14"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-09-10"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }, {
    ""region_code"": ""RO"",
    ""first_shown"": ""2023-09-10"",
    ""last_shown"": ""2023-09-10"",
    ""times_shown_end_date"": ""2023-09-10"",
    ""times_shown_lower_bound"": ""0"",
    ""times_shown_upper_bound"": ""1000"",
    ""times_shown_start_date"": ""2023-09-10"",
    ""times_shown_availability_date"": null,
    ""surface_serving_stats"": null
  }]
}","{
  ""audience_selection_approach_info"": {
    ""demographic_info"": ""CRITERIA_INCLUDED"",
    ""geo_location"": ""CRITERIA_INCLUDED"",
    ""contextual_signals"": ""CRITERIA_INCLUDED_AND_EXCLUDED"",
    ""customer_lists"": ""CRITERIA_UNUSED"",
    ""topics_of_interest"": ""CRITERIA_UNUSED""
  }
}",Political
